Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRE48,OUT010,482.6995426
NCL42,OUT027,6280.89088
FDR21,OUT045,2568.332834
NCW29,OUT035,2243.669597
FDO11,OUT013,4034.300307
NCM31,OUT049,2309.200798
FDV35,OUT019,346.8972837
FDF58,OUT017,935.0323883
NCE43,OUT049,2894.220711
FDA02,OUT035,2660.950403
DRL37,OUT010,92.67548155
FDR24,OUT018,1259.549051
FDW59,OUT049,1259.549051
FDS22,OUT049,677.1027476
FDW24,OUT017,713.8586545
FDU24,OUT035,1559.342975
FDA21,OUT027,5329.314724
FDH58,OUT027,3242.062072
FDW36,OUT018,1372.688491
FDI45,OUT027,4117.317713
FDU01,OUT018,2752.970935
FDF35,OUT027,2517.882088
FDU43,OUT019,584.7577648
FDE24,OUT019,346.8972837
FDK50,OUT049,2649.110232
FDG31,OUT045,1103.186213
FDC60,OUT045,1481.850614
FDL36,OUT013,1424.59469
FDP21,OUT013,2893.839826
FDW16,OUT045,1424.59469
FDX02,OUT017,3753.000099
FDQ58,OUT027,4117.317713
FDT51,OUT046,1784.428738
FDD59,OUT049,1259.549051
NCM42,OUT018,1372.688491
FDA57,OUT018,507.0464037
FDZ48,OUT035,1511.874772
FDE46,OUT045,2453.747701
NCZ30,OUT019,281.4820818
FDB56,OUT017,3391.591253
FDA25,OUT027,2517.882088
FDD20,OUT013,2243.669597
FDL25,OUT013,1481.850614
NCO18,OUT049,2851.631696
FDJ45,OUT017,583.8145789
FDR12,OUT035,2894.220711
NCF19,OUT010,92.67548155
FDK25,OUT046,2503.501336
NCR17,OUT046,1922.149382
FDC52,OUT046,2649.110232
NCA54,OUT017,3384.108064
FDR45,OUT010,584.7577648
NCM19,OUT049,1922.149382
FDF39,OUT027,6280.89088
FDX23,OUT049,1559.342975
FDD58,OUT027,2517.882088
FDX28,OUT013,1879.05405
NCD31,OUT013,2894.220711
FDU57,OUT018,2232.847022
FDI27,OUT046,798.2176035
NCM42,OUT046,1879.05405
FDD32,OUT027,2517.882088
FDI34,OUT013,3454.062559
NCM29,OUT049,2243.669597
FDG46,OUT018,1752.25244
DRC01,OUT010,92.67548155
FDB15,OUT027,6280.89088
NCA17,OUT027,4117.317713
FDF10,OUT046,2660.950403
FDR26,OUT027,5329.314724
FDI02,OUT049,1784.428738
NCM54,OUT010,281.4820818
FDF14,OUT013,2649.110232
FDJ33,OUT010,281.4820818
FDM20,OUT035,4109.900606
FDC03,OUT027,5329.314724
NCX05,OUT046,1922.149382
NCM41,OUT027,2517.882088
NCU29,OUT010,346.8972837
FDQ59,OUT017,1243.06893
FDH46,OUT010,219.2185209
FDH09,OUT013,713.8586545
NCD06,OUT045,798.2176035
FDC15,OUT035,2894.220711
DRD37,OUT027,1378.263185
FDT28,OUT027,4117.317713
FDR28,OUT027,4117.317713
FDT38,OUT017,1424.59469
FDV34,OUT027,1378.263185
FDY52,OUT035,935.0323883
FDB34,OUT013,1424.59469
DRL23,OUT018,1372.688491
DRB24,OUT046,2649.110232
FDJ50,OUT046,935.0323883
FDQ49,OUT035,2453.747701
FDP20,OUT035,1987.251049
FDV19,OUT027,4117.317713
NCR54,OUT045,3130.004905
FDO09,OUT010,584.7577648
FDS57,OUT018,1752.25244
FDN10,OUT049,1922.149382
FDV23,OUT049,2142.743571
FDY28,OUT049,3454.062559
DRG51,OUT013,2894.220711
FDD45,OUT019,219.2185209
NCL18,OUT027,5329.314724
NCM29,OUT013,2243.669597
FDF17,OUT027,5329.314724
FDE22,OUT017,2286.413267
FDQ22,OUT017,583.8145789
FDS01,OUT013,2851.631696
FDW35,OUT027,1378.263185
FDJ33,OUT046,2142.743571
NCF54,OUT035,3104.18983
FDE09,OUT013,1690.234086
NCE06,OUT045,2503.501336
DRH49,OUT049,1259.549051
FDY43,OUT045,2894.220711
NCT05,OUT017,4034.300307
FDZ34,OUT045,3391.591253
FDL38,OUT017,1424.59469
FDZ31,OUT017,2939.348476
FDR14,OUT035,935.0323883
NCN54,OUT049,1259.549051
NCC42,OUT027,3242.062072
FDK08,OUT017,1559.342975
FDP59,OUT013,1784.428738
FDV22,OUT035,2894.220711
FDD33,OUT035,3737.295775
DRE60,OUT027,6280.89088
FDK52,OUT046,3454.062559
FDA02,OUT017,2660.950403
FDM56,OUT049,1511.874772
FDE57,OUT035,2309.200798
FDM32,OUT045,1424.59469
NCQ30,OUT027,3242.062072
FDQ27,OUT027,2517.882088
FDT60,OUT027,3242.062072
FDU43,OUT049,4109.900606
NCO55,OUT035,1511.874772
FDG02,OUT045,2752.970935
FDJ28,OUT013,2893.839826
FDP40,OUT045,1879.05405
FDJ38,OUT045,3391.591253
NCC54,OUT017,3737.295775
NCZ41,OUT046,1987.251049
FDK38,OUT019,346.8972837
FDU52,OUT013,2286.413267
FDC40,OUT046,1103.186213
NCR30,OUT017,1103.186213
NCN18,OUT017,1511.874772
FDB50,OUT035,1243.06893
FDG04,OUT013,2752.970935
FDR26,OUT035,2568.332834
NCT17,OUT018,2893.839826
FDX35,OUT027,6280.89088
FDS12,OUT046,2142.743571
NCZ29,OUT027,3242.062072
FDB38,OUT010,346.8972837
FDP12,OUT013,507.0464037
FDP22,OUT046,713.8586545
FDS26,OUT018,3327.952583
FDR52,OUT046,2939.348476
DRJ13,OUT046,2894.220711
FDU48,OUT027,3242.062072
FDE29,OUT035,935.0323883
NCT29,OUT049,1987.251049
DRK37,OUT018,2893.839826
FDK55,OUT046,1424.59469
FDR07,OUT046,1559.342975
FDO21,OUT027,5329.314724
FDK46,OUT049,4433.304033
FDB12,OUT045,1784.428738
FDT31,OUT027,5329.314724
FDJ33,OUT045,1827.832845
FDC26,OUT027,3242.062072
NCQ02,OUT045,2752.970935
FDP08,OUT010,482.6995426
FDB11,OUT027,6280.89088
FDV55,OUT013,2660.950403
FDW20,OUT049,2243.669597
NCJ18,OUT019,281.4820818
FDC41,OUT018,1103.186213
FDE14,OUT027,2517.882088
FDG35,OUT013,2568.332834
FDF45,OUT035,935.0323883
FDS19,OUT027,2517.882088
FDS58,OUT019,346.8972837
FDA26,OUT017,3737.295775
FDM32,OUT049,1259.549051
FDL45,OUT046,2243.669597
FDZ55,OUT049,2649.110232
FDY37,OUT049,2309.200798
FDO46,OUT046,2752.970935
FDQ60,OUT046,2142.743571
FDA19,OUT018,1752.25244
FDL15,OUT046,2660.950403
FDM10,OUT018,3327.952583
NCL05,OUT017,677.1027476
DRK49,OUT010,92.67548155
NCE18,OUT027,6280.89088
FDG40,OUT049,583.8145789
DRI59,OUT045,3753.000099
FDK28,OUT035,4433.304033
NCD06,OUT019,92.67548155
FDO11,OUT019,584.7577648
FDK27,OUT046,2243.669597
FDT43,OUT027,1378.263185
FDD38,OUT018,1372.688491
FDA16,OUT049,3753.000099
FDL14,OUT027,4117.317713
NCM17,OUT049,677.1027476
FDD20,OUT045,1827.832845
FDA40,OUT045,1424.59469
FDL43,OUT045,1243.06893
FDV15,OUT045,1511.874772
FDE52,OUT046,1424.59469
NCL17,OUT010,346.8972837
NCJ31,OUT045,3737.295775
FDR60,OUT045,1243.06893
NCA18,OUT035,1922.149382
FDS21,OUT027,1378.263185
FDW09,OUT035,1243.06893
FDL26,OUT035,2660.950403
FDS47,OUT018,1259.549051
FDC39,OUT046,3454.062559
FDT51,OUT035,1784.428738
FDK40,OUT035,4433.304033
NCG19,OUT045,3737.295775
FDZ07,OUT046,935.0323883
FDF08,OUT027,2517.882088
FDO04,OUT013,796.6402683
FDK41,OUT018,1259.549051
FDP15,OUT049,4433.304033
NCD43,OUT018,1372.688491
NCP18,OUT013,2660.950403
FDZ51,OUT046,1424.59469
DRH13,OUT035,1690.234086
FDF38,OUT045,677.1027476
NCI43,OUT045,713.8586545
FDM38,OUT027,1378.263185
FDS03,OUT013,1103.186213
DRJ47,OUT017,3104.18983
FDT50,OUT010,219.2185209
FDV02,OUT046,3104.18983
NCG18,OUT017,1690.234086
FDW52,OUT046,2894.220711
FDS40,OUT035,583.8145789
FDN31,OUT017,2939.348476
FDA37,OUT045,1827.832845
FDA15,OUT046,4433.304033
FDL39,OUT046,3384.108064
FDJ53,OUT045,1827.832845
FDX22,OUT013,3753.000099
NCZ42,OUT045,4109.900606
FDD56,OUT027,4117.317713
FDD40,OUT017,2752.970935
FDS50,OUT013,3753.000099
NCN14,OUT013,3384.108064
FDT15,OUT013,3384.108064
NCS18,OUT027,2517.882088
NCO26,OUT010,281.4820818
FDF58,OUT018,796.6402683
NCB19,OUT013,1481.850614
FDH26,OUT017,2309.200798
DRB24,OUT027,4117.317713
FDA49,OUT018,1259.549051
FDB32,OUT045,1559.342975
FDI36,OUT017,3130.004905
NCA17,OUT010,346.8972837
FDH22,OUT013,2142.743571
NCM26,OUT018,2232.847022
FDT15,OUT027,5329.314724
FDB16,OUT018,1259.549051
NCP54,OUT027,3242.062072
FDJ36,OUT013,1784.428738
FDO28,OUT045,1827.832845
FDU09,OUT013,796.6402683
FDF29,OUT017,2243.669597
FDY08,OUT013,2309.200798
DRJ59,OUT018,507.0464037
FDT23,OUT027,2517.882088
FDU15,OUT018,507.0464037
FDT47,OUT013,1559.342975
FDI53,OUT019,425.9355915
FDR59,OUT018,3327.952583
FDD53,OUT035,677.1027476
FDY51,OUT017,3737.295775
FDT04,OUT049,677.1027476
FDU51,OUT049,2568.332834
FDG14,OUT035,2286.413267
NCU06,OUT045,3737.295775
DRG25,OUT046,3391.591253
DRH49,OUT035,1243.06893
FDN15,OUT035,2243.669597
FDL43,OUT018,1103.186213
NCT18,OUT049,3384.108064
NCB31,OUT013,4034.300307
FDK57,OUT035,2142.743571
FDY04,OUT019,425.9355915
NCP54,OUT046,2243.669597
FDF41,OUT013,3454.062559
FDM01,OUT045,1879.05405
FDW03,OUT045,1879.05405
FDF28,OUT045,1827.832845
FDY37,OUT017,2309.200798
FDQ03,OUT017,3737.295775
FDP51,OUT027,3242.062072
FDJ40,OUT017,1784.428738
FDC32,OUT049,1259.549051
DRI49,OUT027,2517.882088
NCW54,OUT017,935.0323883
FDF09,OUT017,583.8145789
FDP45,OUT018,3327.952583
DRJ23,OUT018,2893.839826
FDS59,OUT017,1784.428738
FDY08,OUT046,2142.743571
FDX16,OUT049,2660.950403
FDY16,OUT018,3384.108064
FDK32,OUT035,2660.950403
FDQ22,OUT013,507.0464037
NCC31,OUT018,2232.847022
FDG58,OUT049,2286.413267
DRF48,OUT013,2893.839826
DRH36,OUT049,1103.186213
NCR30,OUT035,1103.186213
FDB03,OUT019,584.7577648
FDZ28,OUT027,3242.062072
FDR35,OUT017,3130.004905
DRD15,OUT027,6280.89088
FDJ33,OUT019,281.4820818
FDA56,OUT010,281.4820818
FDP56,OUT046,798.2176035
NCT30,OUT046,798.2176035
FDK15,OUT017,1511.874772
FDH44,OUT018,2232.847022
FDV01,OUT013,2453.747701
DRG03,OUT017,2660.950403
FDG50,OUT027,2517.882088
FDR16,OUT010,584.7577648
FDZ60,OUT046,1511.874772
DRG03,OUT045,2660.950403
FDS56,OUT018,3327.952583
FDU33,OUT045,798.2176035
DRD27,OUT035,1559.342975
FDW22,OUT046,3753.000099
DRA24,OUT045,2453.747701
FDF38,OUT049,677.1027476
FDX48,OUT013,2660.950403
FDS58,OUT018,2232.847022
FDC32,OUT046,1424.59469
NCQ29,OUT045,4034.300307
DRK39,OUT018,1259.549051
NCS38,OUT017,1922.149382
DRO47,OUT013,1511.874772
DRG27,OUT027,1378.263185
FDC57,OUT027,5329.314724
FDS55,OUT046,2286.413267
NCJ06,OUT018,1752.25244
FDO01,OUT019,281.4820818
NCM55,OUT045,2939.348476
FDC52,OUT049,2649.110232
FDQ15,OUT045,1243.06893
NCT30,OUT027,1378.263185
NCR42,OUT027,1378.263185
FDD28,OUT035,935.0323883
FDQ34,OUT049,1511.874772
FDZ12,OUT027,3242.062072
DRE13,OUT019,219.2185209
NCN07,OUT019,281.4820818
FDM28,OUT035,3384.108064
FDI10,OUT017,3104.18983
FDQ25,OUT013,2649.110232
FDA38,OUT010,584.7577648
DRI13,OUT049,3753.000099
FDY20,OUT027,2517.882088
NCZ53,OUT035,3391.591253
NCM31,OUT013,2286.413267
DRB01,OUT017,3391.591253
DRF37,OUT046,4433.304033
NCF42,OUT049,2568.332834
FDF16,OUT018,2232.847022
FDB41,OUT013,798.2176035
FDR34,OUT013,4109.900606
FDR15,OUT018,2232.847022
NCV42,OUT019,281.4820818
FDW51,OUT035,3737.295775
FDU36,OUT017,1559.342975
FDX60,OUT049,1259.549051
FDY03,OUT035,1922.149382
FDW55,OUT045,4109.900606
FDT01,OUT010,584.7577648
FDG58,OUT013,2286.413267
FDK21,OUT017,4433.304033
NCS41,OUT019,482.6995426
FDS10,OUT045,3384.108064
NCT53,OUT046,2286.413267
FDJ28,OUT018,2893.839826
FDX44,OUT045,1424.59469
FDT20,OUT018,507.0464037
FDO44,OUT017,1511.874772
NCX17,OUT049,3454.062559
FDY01,OUT017,1922.149382
FDJ12,OUT027,5329.314724
DRK35,OUT018,507.0464037
FDD47,OUT019,425.9355915
NCM53,OUT035,1690.234086
FDO45,OUT013,1424.59469
NCM42,OUT010,281.4820818
FDE04,OUT046,2568.332834
NCI30,OUT027,6280.89088
FDZ19,OUT013,2851.631696
FDW57,OUT013,2851.631696
FDA25,OUT013,1784.428738
FDT22,OUT046,935.0323883
FDP51,OUT013,2142.743571
FDD48,OUT027,3242.062072
FDY39,OUT035,3384.108064
FDO48,OUT010,584.7577648
FDD23,OUT027,5329.314724
DRN35,OUT027,1378.263185
FDT01,OUT035,3737.295775
FDC20,OUT010,165.9185817
DRJ35,OUT035,935.0323883
FDB32,OUT046,1424.59469
FDL24,OUT046,3104.18983
NCV42,OUT035,1922.149382
FDZ46,OUT046,1879.05405
FDC15,OUT013,2894.220711
FDD08,OUT019,92.67548155
FDY50,OUT049,1259.549051
FDD36,OUT013,2243.669597
FDG57,OUT027,1378.263185
FDL21,OUT018,507.0464037
FDN16,OUT027,2517.882088
FDJ09,OUT027,1378.263185
FDS01,OUT010,425.9355915
FDV33,OUT017,4034.300307
DRE12,OUT017,1922.149382
FDR07,OUT013,1559.342975
FDP48,OUT010,482.6995426
NCB55,OUT035,935.0323883
FDQ08,OUT013,796.6402683
FDR34,OUT035,4109.900606
FDO33,OUT046,1511.874772
FDP13,OUT045,677.1027476
FDX12,OUT049,4109.900606
NCT06,OUT049,2894.220711
FDR16,OUT019,584.7577648
FDE36,OUT046,2286.413267
FDZ36,OUT049,3384.108064
FDV13,OUT045,1424.59469
NCZ17,OUT035,583.8145789
FDU56,OUT045,3384.108064
FDM09,OUT035,3104.18983
FDV02,OUT017,3104.18983
FDS34,OUT018,1752.25244
FDA11,OUT049,1559.342975
FDP09,OUT017,3753.000099
FDB29,OUT027,3242.062072
FDT19,OUT017,3104.18983
DRH15,OUT017,677.1027476
FDY38,OUT046,3454.062559
FDF14,OUT027,4117.317713
FDN48,OUT010,219.2185209
FDQ12,OUT013,4109.900606
NCJ43,OUT045,3104.18983
FDE17,OUT019,346.8972837
FDB05,OUT035,4433.304033
FDH10,OUT045,2939.348476
NCR06,OUT017,677.1027476
FDU32,OUT018,1752.25244
FDD56,OUT049,2851.631696
FDO36,OUT018,3384.108064
FDH16,OUT010,219.2185209
FDX10,OUT018,507.0464037
FDZ37,OUT017,1481.850614
FDU31,OUT010,584.7577648
DRC49,OUT049,2309.200798
FDL15,OUT045,2660.950403
FDN32,OUT019,482.6995426
DRH59,OUT027,1378.263185
NCU29,OUT049,2649.110232
FDR37,OUT019,482.6995426
FDS14,OUT018,2232.847022
FDU02,OUT027,6280.89088
FDJ08,OUT035,3391.591253
NCZ06,OUT045,4034.300307
FDO31,OUT049,1259.549051
FDH31,OUT018,1372.688491
FDS58,OUT017,2649.110232
NCA53,OUT027,1378.263185
FDF50,OUT046,3391.591253
NCW42,OUT049,3753.000099
NCQ17,OUT045,2503.501336
FDK51,OUT018,3327.952583
NCW41,OUT010,346.8972837
NCR29,OUT017,935.0323883
FDB08,OUT019,346.8972837
FDA40,OUT027,2517.882088
FDL14,OUT018,2232.847022
FDB47,OUT046,3454.062559
FDO03,OUT035,4109.900606
DRK13,OUT019,482.6995426
FDX13,OUT010,584.7577648
FDF52,OUT046,3384.108064
FDT11,OUT013,2893.839826
FDB08,OUT013,2649.110232
FDQ28,OUT018,2232.847022
FDD29,OUT045,4433.304033
NCQ29,OUT027,6280.89088
NCO02,OUT013,1103.186213
FDR56,OUT010,482.6995426
NCM54,OUT049,1987.251049
FDP51,OUT035,1922.149382
FDT38,OUT013,1243.06893
FDZ20,OUT018,3327.952583
FDJ53,OUT013,1987.251049
FDX13,OUT049,4433.304033
FDP58,OUT035,3737.295775
NCK31,OUT019,165.9185817
FDA35,OUT018,1752.25244
FDV37,OUT018,2893.839826
NCO07,OUT027,5329.314724
FDA20,OUT045,3391.591253
FDZ59,OUT035,2503.501336
NCY17,OUT017,677.1027476
FDQ28,OUT035,2660.950403
FDV35,OUT017,2453.747701
FDQ36,OUT013,507.0464037
FDD34,OUT018,2232.847022
FDK51,OUT045,4433.304033
FDV31,OUT035,2851.631696
FDR04,OUT035,1559.342975
FDR14,OUT049,796.6402683
DRC36,OUT010,425.9355915
FDE39,OUT019,281.4820818
FDP57,OUT049,1511.874772
FDE57,OUT046,2309.200798
NCN18,OUT046,1511.874772
NCQ05,OUT018,2232.847022
FDW47,OUT035,1987.251049
FDV46,OUT035,2243.669597
NCP29,OUT045,1103.186213
FDE09,OUT018,1372.688491
NCU06,OUT027,6280.89088
FDT19,OUT010,425.9355915
DRF15,OUT017,2453.747701
DRI51,OUT013,2894.220711
NCX54,OUT013,1690.234086
DRE01,OUT013,3454.062559
NCB07,OUT045,3130.004905
FDU50,OUT035,1922.149382
FDG40,OUT035,583.8145789
FDW10,OUT018,2568.332834
FDX51,OUT013,2893.839826
NCP17,OUT045,1103.186213
FDP21,OUT035,3391.591253
FDL04,OUT045,1511.874772
FDV23,OUT013,2142.743571
FDF24,OUT046,1243.06893
FDH56,OUT027,3242.062072
FDB51,OUT049,796.6402683
FDI58,OUT027,2517.882088
FDR20,OUT013,798.2176035
FDC51,OUT018,1752.25244
FDB16,OUT027,2517.882088
FDE40,OUT049,796.6402683
NCM17,OUT035,677.1027476
FDU56,OUT035,3384.108064
FDS32,OUT019,281.4820818
FDX02,OUT049,3753.000099
FDT39,OUT027,4117.317713
FDE35,OUT017,935.0323883
NCI42,OUT019,584.7577648
DRL23,OUT046,1690.234086
FDA10,OUT046,2142.743571
FDA11,OUT013,1559.342975
NCM06,OUT046,2286.413267
NCT05,OUT035,4034.300307
NCQ02,OUT010,482.6995426
NCY06,OUT049,1987.251049
FDY56,OUT035,3753.000099
FDL02,OUT035,1784.428738
NCI06,OUT035,2851.631696
FDQ14,OUT045,2286.413267
FDQ12,OUT017,4109.900606
FDP36,OUT046,713.8586545
FDK21,OUT027,6280.89088
FDO40,OUT045,2660.950403
NCK54,OUT019,281.4820818
FDY09,OUT018,2568.332834
NCW30,OUT049,4034.300307
NCC55,OUT027,1378.263185
FDE58,OUT018,1752.25244
FDR39,OUT013,3384.108064
FDU28,OUT049,2939.348476
FDH08,OUT017,4109.900606
FDG35,OUT045,2568.332834
FDG22,OUT049,583.8145789
FDC34,OUT035,2894.220711
FDP15,OUT018,3327.952583
FDK34,OUT010,584.7577648
FDU45,OUT035,1922.149382
FDQ04,OUT027,1378.263185
FDX22,OUT018,3327.952583
FDB45,OUT017,1690.234086
NCH43,OUT027,5329.314724
DRE60,OUT046,3454.062559
FDD17,OUT027,6280.89088
NCM54,OUT017,1987.251049
NCH55,OUT013,2243.669597
NCT06,OUT017,2894.220711
FDA48,OUT027,5329.314724
FDY58,OUT027,6280.89088
FDO25,OUT045,3737.295775
FDN50,OUT045,1559.342975
FDH35,OUT035,2453.747701
FDK09,OUT045,3737.295775
FDO16,OUT013,1481.850614
FDW11,OUT045,1103.186213
FDU47,OUT027,3242.062072
NCQ42,OUT010,281.4820818
FDK55,OUT027,2517.882088
FDN08,OUT049,1922.149382
FDT57,OUT045,4109.900606
FDJ12,OUT018,3327.952583
DRL59,OUT017,713.8586545
NCN53,OUT046,583.8145789
FDO51,OUT010,92.67548155
FDK56,OUT017,3391.591253
FDY12,OUT035,935.0323883
FDU15,OUT035,583.8145789
FDQ19,OUT046,4109.900606
DRF15,OUT045,2453.747701
DRE25,OUT019,219.2185209
FDK57,OUT018,1752.25244
FDD33,OUT010,584.7577648
FDR34,OUT027,6280.89088
FDU04,OUT045,1827.832845
FDE35,OUT019,165.9185817
NCD31,OUT035,2894.220711
FDJ56,OUT035,1511.874772
NCU53,OUT046,2286.413267
FDD39,OUT035,3737.295775
NCU17,OUT019,219.2185209
FDJ20,OUT046,2142.743571
NCW41,OUT018,2232.847022
FDL52,OUT035,677.1027476
FDS39,OUT035,2309.200798
DRJ47,OUT045,2568.332834
FDP13,OUT010,92.67548155
DRK39,OUT010,219.2185209
FDF28,OUT010,281.4820818
FDB09,OUT045,1827.832845
FDM51,OUT046,1559.342975
DRM49,OUT018,798.2176035
DRF23,OUT013,2851.631696
DRH01,OUT035,3104.18983
FDH12,OUT027,2517.882088
FDA28,OUT019,281.4820818
FDW37,OUT018,1259.549051
FDF02,OUT046,1511.874772
DRL37,OUT046,677.1027476
NCF43,OUT046,2309.200798
FDH08,OUT010,584.7577648
FDR34,OUT019,584.7577648
NCK19,OUT049,3391.591253
NCD55,OUT018,507.0464037
FDT27,OUT049,3454.062559
FDQ57,OUT045,2649.110232
FDA47,OUT035,2503.501336
DRG15,OUT027,1378.263185
FDE05,OUT018,2232.847022
FDN46,OUT046,1879.05405
FDX27,OUT027,2517.882088
FDT51,OUT045,1784.428738
FDU33,OUT013,507.0464037
FDJ16,OUT027,1378.263185
FDD20,OUT019,281.4820818
FDT36,OUT049,583.8145789
DRF15,OUT027,4117.317713
FDN52,OUT010,219.2185209
FDC22,OUT027,5329.314724
FDX15,OUT045,2894.220711
FDT13,OUT013,2893.839826
FDU04,OUT017,2243.669597
FDU31,OUT019,584.7577648
FDW59,OUT027,2517.882088
NCO29,OUT046,2286.413267
FDL15,OUT035,2660.950403
FDI41,OUT049,2453.747701
FDQ48,OUT049,1559.342975
DRI39,OUT013,796.6402683
FDI08,OUT013,4034.300307
FDC21,OUT049,1784.428738
FDF58,OUT035,935.0323883
FDS08,OUT010,425.9355915
FDE47,OUT045,1827.832845
NCP18,OUT019,346.8972837
NCR41,OUT013,1559.342975
FDA27,OUT013,4034.300307
FDA43,OUT035,3391.591253
FDA49,OUT045,1424.59469
NCE55,OUT018,2851.631696
DRM49,OUT027,1378.263185
FDF22,OUT027,5329.314724
FDQ15,OUT018,1259.549051
NCS54,OUT017,2851.631696
NCY05,OUT013,507.0464037
FDR45,OUT046,4109.900606
FDK57,OUT049,2142.743571
FDF41,OUT010,584.7577648
FDV21,OUT046,2142.743571
FDD51,OUT046,798.2176035
FDF33,OUT046,1879.05405
FDA38,OUT046,4109.900606
FDR56,OUT045,3130.004905
NCN41,OUT017,1987.251049
FDC60,OUT027,2517.882088
FDB47,OUT045,3737.295775
DRH01,OUT013,2568.332834
FDW08,OUT046,1511.874772
FDF38,OUT027,1378.263185
FDY32,OUT017,2503.501336
FDG34,OUT049,1784.428738
FDG47,OUT019,584.7577648
NCF18,OUT035,2939.348476
FDL39,OUT019,425.9355915
NCH55,OUT035,2243.669597
DRJ35,OUT049,796.6402683
FDS44,OUT035,3737.295775
DRE01,OUT018,3327.952583
FDY39,OUT013,3384.108064
FDY32,OUT018,2232.847022
FDR33,OUT027,3242.062072
NCP50,OUT049,1259.549051
FDZ47,OUT018,1372.688491
FDU57,OUT049,2503.501336
FDY44,OUT013,2893.839826
DRH59,OUT018,1103.186213
FDB03,OUT027,6280.89088
FDY46,OUT045,2939.348476
FDM39,OUT045,2851.631696
FDY36,OUT035,1103.186213
NCM55,OUT035,3384.108064
FDJ50,OUT010,165.9185817
DRL60,OUT013,2649.110232
NCJ54,OUT049,4109.900606
FDX59,OUT017,583.8145789
FDI07,OUT013,2893.839826
DRF51,OUT010,92.67548155
FDM14,OUT017,1690.234086
FDP21,OUT045,3391.591253
FDE40,OUT035,1103.186213
FDE05,OUT035,2286.413267
FDM13,OUT027,3242.062072
FDC34,OUT027,4117.317713
NCI55,OUT018,1752.25244
NCE43,OUT018,2232.847022
FDW58,OUT018,1372.688491
FDG60,OUT045,4109.900606
FDV31,OUT017,2851.631696
FDR47,OUT013,2893.839826
FDM60,OUT019,92.67548155
NCF06,OUT018,3327.952583
NCN26,OUT027,3242.062072
FDQ59,OUT049,1259.549051
FDF09,OUT046,583.8145789
NCS06,OUT017,4034.300307
FDT44,OUT046,1922.149382
FDI19,OUT017,4109.900606
FDT22,OUT017,935.0323883
NCF54,OUT027,4117.317713
DRG25,OUT045,3391.591253
FDB59,OUT017,2752.970935
FDQ37,OUT017,3130.004905
FDP56,OUT035,798.2176035
FDW44,OUT035,3104.18983
FDJ26,OUT010,584.7577648
FDU43,OUT018,3327.952583
FDW33,OUT045,1511.874772
NCX53,OUT027,3242.062072
FDN56,OUT010,346.8972837
DRF15,OUT049,2453.747701
FDO33,OUT017,1922.149382
FDZ39,OUT010,219.2185209
NCJ19,OUT017,935.0323883
FDU01,OUT035,2752.970935
FDT12,OUT035,3753.000099
NCM18,OUT018,796.6402683
FDP19,OUT017,2142.743571
NCR42,OUT049,583.8145789
FDN10,OUT046,1922.149382
FDG44,OUT017,935.0323883
FDQ10,OUT046,3104.18983
DRH13,OUT049,1690.234086
FDT52,OUT013,4109.900606
FDM56,OUT045,1511.874772
NCO43,OUT010,219.2185209
NCV29,OUT035,2851.631696
NCF06,OUT013,4034.300307
FDO50,OUT035,1424.59469
FDT59,OUT013,4109.900606
FDX40,OUT027,1378.263185
FDE50,OUT017,2752.970935
FDX51,OUT017,3391.591253
NCD30,OUT018,1372.688491
FDK15,OUT013,1511.874772
FDL12,OUT045,935.0323883
FDK46,OUT017,4433.304033
DRH49,OUT010,165.9185817
FDQ57,OUT046,2649.110232
FDY59,OUT017,1481.850614
FDO09,OUT018,3327.952583
NCG30,OUT035,2142.743571
FDM09,OUT017,2286.413267
NCN17,OUT027,2517.882088
NCS42,OUT013,1481.850614
FDD02,OUT019,281.4820818
FDE34,OUT013,3384.108064
FDU38,OUT045,3391.591253
FDB33,OUT046,2894.220711
NCJ29,OUT017,1424.59469
FDZ27,OUT035,798.2176035
FDI40,OUT013,1559.342975
FDG22,OUT013,507.0464037
FDT51,OUT017,1784.428738
FDF20,OUT018,2893.839826
FDV50,OUT035,2142.743571
FDT02,OUT049,583.8145789
DRC49,OUT017,2286.413267
FDF26,OUT049,2286.413267
FDV52,OUT035,2142.743571
FDX59,OUT049,583.8145789
FDV25,OUT035,3753.000099
FDW23,OUT027,1378.263185
FDE53,OUT018,1372.688491
FDA19,OUT017,1987.251049
FDH22,OUT046,2142.743571
NCO41,OUT013,1559.342975
FDX12,OUT017,4109.900606
FDF17,OUT013,2893.839826
FDS11,OUT045,3753.000099
FDR51,OUT035,2503.501336
FDT49,OUT010,219.2185209
FDC56,OUT013,2142.743571
FDR13,OUT027,3242.062072
FDQ60,OUT035,2142.743571
FDN38,OUT049,4034.300307
NCL29,OUT013,2503.501336
FDO13,OUT027,4117.317713
FDE26,OUT018,2232.847022
FDA31,OUT010,425.9355915
FDX14,OUT035,1103.186213
FDA34,OUT045,2851.631696
FDF26,OUT013,2286.413267
FDE38,OUT045,2286.413267
DRI11,OUT046,1922.149382
FDQ60,OUT027,3242.062072
FDL21,OUT027,1378.263185
DRC12,OUT027,5329.314724
FDC47,OUT046,3454.062559
FDE57,OUT045,1827.832845
FDT14,OUT045,1827.832845
NCZ53,OUT046,3391.591253
